nc_id,source_family,source_file,source_section_or_json_path,modal_strength,normative_clause,atomic_requirement,evidence_excerpt,extraction_rationale,lineage_status,predecessor_nc_ids,confidence
NC-0467,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract,,"{""states"": [""ACTIVE"", ""DELETION_REQUESTED"", ""QUARANTINED"", ""DELETION_IN_PROGRESS"", ""DELETED"", ""LEGAL_HOLD""], ""rules"": [""MVP must distinguish account deactivation from deletion."", ""Deletion request is auditable and versioned."", ""Canonical DB records, object storage, search/vector indexes, caches, and derived artifacts are separate deletion targets."", ""Irreversible deletion requires explicit confirmation and re-authentication for sensitive scope."", ""LEGAL_HOLD is policy-driven and cannot be invented ad hoc by application code."", ""Backups follow documented retention windows; UI must not falsely claim instantaneous physical erasure from immutable backups."", ""Disconnected integration stops future sync; token revocation and stored imported data deletion are separate actions."", ""Derived facts whose sole evidence is deleted must be re-evaluated, invalidated, or deleted according to policy."", ""Audit logs store minimal safe event metadata and must not become a shadow copy of deleted content.""], ""deletion_job_steps"": [""Authorize + re-authenticate if required"", ""Freeze target scope/version"", ""Create deletion request"", ""Stop new writes/sync for target scope"", ""Delete/revoke active credentials where applicable"", ""Delete canonical and derived data per policy"", ""Delete object storage artifacts"", ""Purge search/vector/cache projections"", ""Recompute dependent facts"", ""Write safe completion audit event"", ""Return completion state without exposing internal secrets""]}","{""states"": [""ACTIVE"", ""DELETION_REQUESTED"", ""QUARANTINED"", ""DELETION_IN_PROGRESS"", ""DELETED"", ""LEGAL_HOLD""], ""rules"": [""MVP must distinguish account deactivation from deletion."", ""Deletion request is auditable and versioned."", ""Canonical DB records, object storage, search/vector indexes, caches, and derived artifacts are separate deletion targets."", ""Irreversible deletion requires explicit confirmation and re-authentication for sensitive scope."", ""LEGAL_HOLD is policy-driven and cannot be invented ad hoc by application code."", ""Backups follow documented retention windows; UI must not falsely claim instantaneous physical erasure from immutable backups."", ""Disconnected integration stops future sync; token revocation and stored imported data deletion are separate actions."", ""Derived facts whose sole evidence is deleted must be re-evaluated, invalidated, or deleted according to policy."", ""Audit logs store minimal safe event metadata and must not become a shadow copy of deleted content.""], ""deletion_job_steps"": [""Authorize + re-authenticate if required"", ""Freeze target scope/version"", ""Create deletion request"", ""Stop new writes/sync for target scope"", ""Delete/revoke active credentials where applicable"", ""Delete canonical and derived data per policy"", ""Delete object storage artifacts"", ""Purge search/vector/cache projections"", ""Recompute dependent facts"", ""Write safe completion audit event"", ""Return completion state without exposing internal secrets""]}","{""states"": [""ACTIVE"", ""DELETION_REQUESTED"", ""QUARANTINED"", ""DELETION_IN_PROGRESS"", ""DELETED"", ""LEGAL_HOLD""], ""rules"": [""MVP must distinguish account deactivation from deletion."", ""Deletion request is ",Extracted programmatically,NEW,,MEDIUM
NC-0468,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[0],,Authorize + re-authenticate if required,Authorize + re-authenticate if required,Authorize + re-authenticate if required,Extracted programmatically,NEW,,MEDIUM
NC-0469,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[10],,Return completion state without exposing internal secrets,Return completion state without exposing internal secrets,Return completion state without exposing internal secrets,Extracted programmatically,NEW,,MEDIUM
NC-0470,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[1],,Freeze target scope/version,Freeze target scope/version,Freeze target scope/version,Extracted programmatically,NEW,,MEDIUM
NC-0471,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[2],,Create deletion request,Create deletion request,Create deletion request,Extracted programmatically,NEW,,MEDIUM
NC-0472,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[3],,Stop new writes/sync for target scope,Stop new writes/sync for target scope,Stop new writes/sync for target scope,Extracted programmatically,NEW,,MEDIUM
NC-0473,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[4],,Delete/revoke active credentials where applicable,Delete/revoke active credentials where applicable,Delete/revoke active credentials where applicable,Extracted programmatically,NEW,,MEDIUM
NC-0474,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[5],,Delete canonical and derived data per policy,Delete canonical and derived data per policy,Delete canonical and derived data per policy,Extracted programmatically,NEW,,MEDIUM
NC-0475,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[6],,Delete object storage artifacts,Delete object storage artifacts,Delete object storage artifacts,Extracted programmatically,NEW,,MEDIUM
NC-0476,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[7],,Purge search/vector/cache projections,Purge search/vector/cache projections,Purge search/vector/cache projections,Extracted programmatically,NEW,,MEDIUM
NC-0477,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[8],,Recompute dependent facts,Recompute dependent facts,Recompute dependent facts,Extracted programmatically,NEW,,MEDIUM
NC-0478,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/deletion_job_steps[9],,Write safe completion audit event,Write safe completion audit event,Write safe completion audit event,Extracted programmatically,NEW,,MEDIUM
NC-0479,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[0],,MVP must distinguish account deactivation from deletion.,MVP must distinguish account deactivation from deletion.,MVP must distinguish account deactivation from deletion.,Extracted programmatically,NEW,,MEDIUM
NC-0480,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[1],,Deletion request is auditable and versioned.,Deletion request is auditable and versioned.,Deletion request is auditable and versioned.,Extracted programmatically,NEW,,MEDIUM
NC-0481,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[2],,"Canonical DB records, object storage, search/vector indexes, caches, and derived artifacts are separate deletion targets.","Canonical DB records, object storage, search/vector indexes, caches, and derived artifacts are separate deletion targets.","Canonical DB records, object storage, search/vector indexes, caches, and derived artifacts are separate deletion targets.",Extracted programmatically,NEW,,MEDIUM
NC-0482,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[3],,Irreversible deletion requires explicit confirmation and re-authentication for sensitive scope.,Irreversible deletion requires explicit confirmation and re-authentication for sensitive scope.,Irreversible deletion requires explicit confirmation and re-authentication for sensitive scope.,Extracted programmatically,NEW,,MEDIUM
NC-0483,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[4],,LEGAL_HOLD is policy-driven and cannot be invented ad hoc by application code.,LEGAL_HOLD is policy-driven and cannot be invented ad hoc by application code.,LEGAL_HOLD is policy-driven and cannot be invented ad hoc by application code.,Extracted programmatically,NEW,,MEDIUM
NC-0484,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[5],,Backups follow documented retention windows; UI must not falsely claim instantaneous physical erasure from immutable backups.,Backups follow documented retention windows; UI must not falsely claim instantaneous physical erasure from immutable backups.,Backups follow documented retention windows; UI must not falsely claim instantaneous physical erasure from immutable backups.,Extracted programmatically,NEW,,MEDIUM
NC-0485,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[6],,Disconnected integration stops future sync; token revocation and stored imported data deletion are separate actions.,Disconnected integration stops future sync; token revocation and stored imported data deletion are separate actions.,Disconnected integration stops future sync; token revocation and stored imported data deletion are separate actions.,Extracted programmatically,NEW,,MEDIUM
NC-0486,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[7],,"Derived facts whose sole evidence is deleted must be re-evaluated, invalidated, or deleted according to policy.","Derived facts whose sole evidence is deleted must be re-evaluated, invalidated, or deleted according to policy.","Derived facts whose sole evidence is deleted must be re-evaluated, invalidated, or deleted according to policy.",Extracted programmatically,NEW,,MEDIUM
NC-0487,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/deletion_retention_contract/rules[8],,Audit logs store minimal safe event metadata and must not become a shadow copy of deleted content.,Audit logs store minimal safe event metadata and must not become a shadow copy of deleted content.,Audit logs store minimal safe event metadata and must not become a shadow copy of deleted content.,Extracted programmatically,NEW,,MEDIUM
NC-0488,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/fact_identity_contract,,"{""principle"": ""A fact identity is a tenant-scoped semantic address, not a hash of display text."", ""key_components"": [""organizationId"", ""userId"", ""entityType"", ""entityRef"", ""fieldPath"", ""scope qualifiers where required""], ""examples"": [{""fact"": ""current semester label"", ""identity"": ""org + user + AcademicTerm:<id> + fieldPath=termLabel""}, {""fact"": ""DBMS marks in midterm 1"", ""identity"": ""org + user + AssessmentResult:<id> + fieldPath=score""}, {""fact"": ""attendance snapshot"", ""identity"": ""org + user + AttendanceRecord:<id> + fieldPath=percentage""}], ""rules"": [""Normalize values for comparison, but preserve original observed value in evidence/provenance."", ""Never use confidence as identity."", ""Different temporal validity may coexist rather than conflict."", ""Different scopes may coexist: aggregate attendance vs subject attendance."", ""If entity resolution is uncertain, create unresolved linkage state; do not force entityRef.""]}","{""principle"": ""A fact identity is a tenant-scoped semantic address, not a hash of display text."", ""key_components"": [""organizationId"", ""userId"", ""entityType"", ""entityRef"", ""fieldPath"", ""scope qualifiers where required""], ""examples"": [{""fact"": ""current semester label"", ""identity"": ""org + user + AcademicTerm:<id> + fieldPath=termLabel""}, {""fact"": ""DBMS marks in midterm 1"", ""identity"": ""org + user + AssessmentResult:<id> + fieldPath=score""}, {""fact"": ""attendance snapshot"", ""identity"": ""org + user + AttendanceRecord:<id> + fieldPath=percentage""}], ""rules"": [""Normalize values for comparison, but preserve original observed value in evidence/provenance."", ""Never use confidence as identity."", ""Different temporal validity may coexist rather than conflict."", ""Different scopes may coexist: aggregate attendance vs subject attendance."", ""If entity resolution is uncertain, create unresolved linkage state; do not force entityRef.""]}","{""principle"": ""A fact identity is a tenant-scoped semantic address, not a hash of display text."", ""key_components"": [""organizationId"", ""userId"", ""entityType"", ""entityRef"", ""fieldPath"", ""scope qualifie",Extracted programmatically,NEW,,MEDIUM
NC-0489,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/fact_identity_contract/rules[0],,"Normalize values for comparison, but preserve original observed value in evidence/provenance.","Normalize values for comparison, but preserve original observed value in evidence/provenance.","Normalize values for comparison, but preserve original observed value in evidence/provenance.",Extracted programmatically,NEW,,MEDIUM
NC-0490,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/fact_identity_contract/rules[1],,Never use confidence as identity.,Never use confidence as identity.,Never use confidence as identity.,Extracted programmatically,NEW,,MEDIUM
NC-0491,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/fact_identity_contract/rules[2],,Different temporal validity may coexist rather than conflict.,Different temporal validity may coexist rather than conflict.,Different temporal validity may coexist rather than conflict.,Extracted programmatically,NEW,,MEDIUM
NC-0492,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/fact_identity_contract/rules[3],,Different scopes may coexist: aggregate attendance vs subject attendance.,Different scopes may coexist: aggregate attendance vs subject attendance.,Different scopes may coexist: aggregate attendance vs subject attendance.,Extracted programmatically,NEW,,MEDIUM
NC-0493,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/fact_identity_contract/rules[4],,"If entity resolution is uncertain, create unresolved linkage state; do not force entityRef.","If entity resolution is uncertain, create unresolved linkage state; do not force entityRef.","If entity resolution is uncertain, create unresolved linkage state; do not force entityRef.",Extracted programmatically,NEW,,MEDIUM
NC-0494,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/new_hard_invariants[0],,"Missing numeric data is null/UNKNOWN, never defaulted to zero or 100.","Missing numeric data is null/UNKNOWN, never defaulted to zero or 100.","Missing numeric data is null/UNKNOWN, never defaulted to zero or 100.",Extracted programmatically,NEW,,MEDIUM
NC-0495,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/new_hard_invariants[1],,Current and historical attendance are temporally distinct.,Current and historical attendance are temporally distinct.,Current and historical attendance are temporally distinct.,Extracted programmatically,NEW,,MEDIUM
NC-0496,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/new_hard_invariants[2],,Normalized equivalence may deduplicate; similarity alone may not.,Normalized equivalence may deduplicate; similarity alone may not.,Normalized equivalence may deduplicate; similarity alone may not.,Extracted programmatically,NEW,,MEDIUM
NC-0497,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/new_hard_invariants[3],,Fact canonicalization never crosses organizationId.,Fact canonicalization never crosses organizationId.,Fact canonicalization never crosses organizationId.,Extracted programmatically,NEW,,MEDIUM
NC-0498,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/new_hard_invariants[4],,Mentor retrieval is minimum-necessary and authorization-scoped.,Mentor retrieval is minimum-necessary and authorization-scoped.,Mentor retrieval is minimum-necessary and authorization-scoped.,Extracted programmatically,NEW,,MEDIUM
NC-0499,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/new_hard_invariants[5],,"Deletion includes projections/indexes/caches, not only primary MongoDB documents.","Deletion includes projections/indexes/caches, not only primary MongoDB documents.","Deletion includes projections/indexes/caches, not only primary MongoDB documents.",Extracted programmatically,NEW,,MEDIUM
NC-0500,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/scope_note,,New engineering recommendations derived from frozen MVP principles; not represented as recovered historical approvals.,New engineering recommendations derived from frozen MVP principles; not represented as recovered historical approvals.,New engineering recommendations derived from frozen MVP principles; not represented as recovered historical approvals.,Extracted programmatically,NEW,,MEDIUM
